Date,Threat Name,Temperature (°C),Precipitation (mm),Threat Type,Wildlife Affected,Severity
02 March,Earthquake,26,361,Natural,High,4
02 March,Storm,36,346,Natural,Low,7
02 March,Poaching,40,540,Human Made,Low,4
02 March,Overgrazing,24,220,Human Made,Low,3
02 March,Overgrazing,49,446,Human Made,Low,8
02 March,Drought,34,138,Natural,Low,8
02 March,Fire,34,673,Natural,Medium,4
02 March,Landslide,45,197,Natural,High,3
02 March,Poaching,30,80,Human Made,High,6
02 March,Earthquake,2,451,Natural,High,10
03 March,Lightning,17,626,Natural,High,2
03 March,Landslide,23,168,Natural,Low,4
03 March,Overgrazing,35,160,Human Made,High,7
03 March,Lightning,34,500,Natural,Low,2
03 March,Earthquake,1,362,Natural,Low,10
03 March,Pollution,26,431,Human Made,Low,3
03 March,Deforestation,4,184,Human Made,Medium,7
03 March,Earthquake,13,483,Natural,High,10
03 March,Pollution,13,100,Human Made,High,9
03 March,Deforestation,5,49,Human Made,Low,2
03 March,Deforestation,13,191,Human Made,High,4
03 March,Deforestation,18,422,Human Made,Low,7
03 March,Drought,11,207,Natural,Medium,10
03 March,Deforestation,47,143,Human Made,Low,1
03 March,Landslide,32,293,Natural,High,10
03 March,Earthquake,43,264,Natural,Medium,2
03 March,Overgrazing,16,401,Human Made,Low,5
03 March,Storm,32,469,Natural,High,3
03 March,Disease,11,451,Natural,Medium,3
03 March,Overgrazing,26,164,Human Made,Medium,8
03 March,Pollution,17,473,Human Made,Medium,2
03 March,Pollution,4,369,Human Made,High,8
03 March,Deforestation,12,550,Human Made,High,8
03 March,Deforestation,43,36,Human Made,Medium,1
03 March,Earthquake,42,460,Natural,Low,10
03 March,Storm,35,633,Natural,High,4
03 March,Flood,41,443,Natural,Medium,9
03 March,Drought,34,635,Natural,High,5
03 March,Storm,11,174,Natural,Low,4
03 March,Deforestation,14,514,Human Made,High,6
03 March,Poaching,8,343,Human Made,High,9
03 March,Earthquake,32,442,Natural,Medium,10
03 March,Pollution,3,387,Human Made,Low,9
03 March,Flood,46,691,Natural,Low,3
03 March,Pollution,39,255,Human Made,Medium,5
03 March,Disease,34,299,Natural,High,9
03 March,Poaching,50,511,Human Made,Low,6
03 March,Lightning,27,181,Natural,Medium,8
03 March,Pollution,35,173,Human Made,Medium,2
03 March,Deforestation,24,574,Human Made,Medium,3
03 March,Flood,6,326,Natural,Medium,5
03 March,Pollution,42,552,Human Made,Medium,3
03 March,Landslide,5,357,Natural,Medium,9
03 March,Fire,27,238,Natural,High,3
03 March,Drought,43,21,Natural,Low,8
03 March,Poaching,25,337,Human Made,Medium,5
03 March,Overgrazing,6,332,Human Made,Low,2
03 March,Overgrazing,38,397,Human Made,Medium,6
03 March,Poaching,12,220,Human Made,Medium,10
03 March,Poaching,11,646,Human Made,Medium,9
03 March,Poaching,23,306,Human Made,High,3
03 March,Earthquake,36,440,Natural,High,10
03 March,Storm,35,486,Natural,High,1
03 March,Poaching,36,198,Human Made,Low,10
03 March,Flood,50,204,Natural,Low,10
03 March,Overgrazing,34,471,Human Made,High,4
03 March,Deforestation,44,132,Human Made,Low,5
03 March,Lightning,37,50,Natural,High,10
03 March,Drought,41,251,Natural,Low,5
03 March,Pollution,14,216,Human Made,High,8
03 March,Pollution,14,460,Human Made,Medium,10
03 March,Storm,21,187,Natural,High,8
03 March,Lightning,7,18,Natural,Low,7
03 March,Earthquake,8,82,Natural,Medium,6
03 March,Flood,14,546,Natural,Medium,9
03 March,Poaching,26,588,Human Made,Medium,3
03 March,Flood,38,179,Natural,Low,4
03 March,Poaching,36,308,Human Made,High,5
03 March,Fire,42,579,Natural,Medium,5
03 March,Drought,39,621,Natural,High,9
03 March,Deforestation,25,624,Human Made,Low,10
03 March,Overgrazing,36,633,Human Made,Medium,8
03 March,Fire,46,223,Natural,Medium,6
03 March,Deforestation,21,399,Human Made,Medium,4
03 March,Storm,32,211,Natural,Low,9
03 March,Drought,25,381,Natural,High,7
03 March,Deforestation,49,272,Human Made,High,4
03 March,Overgrazing,14,564,Human Made,Low,7
03 March,Fire,30,416,Natural,Medium,3
03 March,Disease,25,37,Natural,High,4
03 March,Fire,2,1,Natural,Medium,6
03 March,Pollution,5,278,Human Made,Medium,4
04 March,Landslide,28,193,Natural,High,3
04 March,Earthquake,18,382,Natural,High,3
04 March,Lightning,3,290,Natural,High,5
04 March,Earthquake,22,253,Natural,Medium,9
04 March,Pollution,18,663,Human Made,Medium,6
04 March,Earthquake,17,572,Natural,Low,7
04 March,Lightning,23,549,Natural,High,9
04 March,Pollution,44,272,Human Made,High,8
04 March,Flood,38,468,Natural,High,9
04 March,Earthquake,20,650,Natural,Medium,8
04 March,Storm,10,78,Natural,Low,10
04 March,Poaching,31,200,Human Made,Medium,9
04 March,Landslide,1,239,Natural,High,6
04 March,Pollution,30,644,Human Made,Low,7
04 March,Pollution,20,398,Human Made,High,3
04 March,Landslide,45,173,Natural,Medium,7
04 March,Storm,13,187,Natural,Low,5
04 March,Drought,28,253,Natural,Medium,9
04 March,Pollution,49,348,Human Made,Medium,8
04 March,Deforestation,31,390,Human Made,Medium,8
04 March,Earthquake,47,62,Natural,Medium,7
04 March,Overgrazing,7,108,Human Made,Low,3
04 March,Lightning,40,667,Natural,Medium,10
04 March,Earthquake,36,304,Natural,Low,8
04 March,Landslide,15,267,Natural,Low,1
04 March,Lightning,13,301,Natural,High,2
04 March,Poaching,1,13,Human Made,Medium,9
04 March,Landslide,29,40,Natural,High,8
04 March,Flood,43,59,Natural,Medium,10
04 March,Storm,2,289,Natural,Medium,1
04 March,Disease,41,629,Natural,High,9
04 March,Disease,45,698,Natural,Low,6
04 March,Drought,26,313,Natural,Medium,9
04 March,Pollution,50,183,Human Made,Medium,6
04 March,Landslide,38,544,Natural,Low,2
04 March,Poaching,47,371,Human Made,High,2
04 March,Deforestation,47,426,Human Made,Low,6
04 March,Pollution,42,13,Human Made,High,1
04 March,Poaching,38,449,Human Made,Low,10
04 March,Fire,16,476,Natural,High,3
04 March,Flood,10,588,Natural,Medium,3
04 March,Disease,39,322,Natural,Medium,5
04 March,Pollution,38,14,Human Made,High,5
04 March,Lightning,7,664,Natural,Low,10
04 March,Storm,41,440,Natural,High,3
04 March,Disease,33,34,Natural,High,4
04 March,Fire,46,616,Natural,Medium,1
04 March,Landslide,34,410,Natural,High,9
04 March,Pollution,19,17,Human Made,Medium,1
04 March,Storm,5,485,Natural,High,2
04 March,Overgrazing,20,100,Human Made,High,8
04 March,Lightning,43,578,Natural,High,8
04 March,Earthquake,47,34,Natural,Medium,6
04 March,Lightning,23,340,Natural,High,6
04 March,Disease,7,415,Natural,High,6
04 March,Disease,38,58,Natural,Medium,4
04 March,Lightning,5,507,Natural,Medium,8
04 March,Overgrazing,14,305,Human Made,High,9
04 March,Disease,3,164,Natural,Medium,3
04 March,Fire,4,584,Natural,High,6
04 March,Storm,12,179,Natural,Medium,2
04 March,Flood,21,592,Natural,Low,6
04 March,Flood,25,284,Natural,Medium,1
04 March,Fire,18,637,Natural,High,8
04 March,Storm,42,261,Natural,Low,8
04 March,Pollution,37,589,Human Made,Medium,6
04 March,Poaching,13,209,Human Made,Medium,10
04 March,Lightning,23,131,Natural,High,4
04 March,Deforestation,43,606,Human Made,Medium,5
04 March,Earthquake,14,166,Natural,Medium,6
04 March,Flood,33,496,Natural,Medium,4
04 March,Deforestation,15,492,Human Made,Medium,1
04 March,Disease,37,264,Natural,Medium,10
04 March,Poaching,23,73,Human Made,High,8
04 March,Fire,9,664,Natural,Medium,9
04 March,Disease,10,636,Natural,Medium,7
04 March,Drought,44,140,Natural,Low,2
04 March,Landslide,33,694,Natural,Low,2
04 March,Disease,43,639,Natural,Medium,9
04 March,Pollution,46,193,Human Made,High,1
04 March,Disease,18,403,Natural,Low,6
04 March,Overgrazing,14,67,Human Made,High,7
05 March,Deforestation,32,662,Human Made,High,4
05 March,Drought,25,11,Natural,Low,9
05 March,Pollution,46,621,Human Made,Low,7
05 March,Deforestation,21,642,Human Made,High,7
05 March,Lightning,36,477,Natural,High,5
05 March,Fire,35,2,Natural,High,1
05 March,Landslide,9,566,Natural,High,9
05 March,Disease,21,609,Natural,Low,6
05 March,Earthquake,19,191,Natural,Medium,2
05 March,Poaching,29,455,Human Made,High,4
05 March,Deforestation,24,280,Human Made,Medium,7
05 March,Poaching,36,374,Human Made,High,7
05 March,Poaching,10,445,Human Made,Low,6
05 March,Poaching,17,389,Human Made,High,8
05 March,Pollution,34,421,Human Made,High,8
05 March,Pollution,18,79,Human Made,Medium,7
05 March,Storm,37,511,Natural,Low,10
05 March,Pollution,41,511,Human Made,Low,4
05 March,Storm,34,51,Natural,Low,3
05 March,Overgrazing,40,305,Human Made,Low,5
05 March,Pollution,50,326,Human Made,Medium,1
05 March,Landslide,33,182,Natural,Low,1
05 March,Overgrazing,15,427,Human Made,Medium,9
05 March,Flood,7,410,Natural,Medium,2
05 March,Flood,41,582,Natural,Medium,6
05 March,Overgrazing,46,432,Human Made,High,5
05 March,Flood,42,593,Natural,High,8
05 March,Storm,28,210,Natural,Medium,7
05 March,Drought,16,656,Natural,Low,2
05 March,Fire,48,212,Natural,High,9
05 March,Overgrazing,40,445,Human Made,Low,1
05 March,Storm,30,380,Natural,Low,10
05 March,Flood,32,433,Natural,High,9
05 March,Earthquake,31,296,Natural,Medium,4
05 March,Disease,9,299,Natural,High,8
05 March,Landslide,28,550,Natural,Low,2
05 March,Deforestation,26,639,Human Made,Low,6
05 March,Pollution,42,285,Human Made,Low,1
05 March,Drought,27,389,Natural,Low,8
05 March,Pollution,12,301,Human Made,Low,7
05 March,Overgrazing,19,585,Human Made,Medium,8
05 March,Pollution,5,509,Human Made,Medium,9
05 March,Storm,13,71,Natural,High,8
05 March,Poaching,34,234,Human Made,Low,1
05 March,Storm,15,181,Natural,Low,5
05 March,Overgrazing,5,562,Human Made,Low,2
05 March,Fire,45,206,Natural,High,9
05 March,Disease,30,390,Natural,High,2
05 March,Drought,14,370,Natural,Low,6
05 March,Disease,21,161,Natural,High,7
05 March,Earthquake,12,432,Natural,High,5
05 March,Fire,27,534,Natural,Low,8
05 March,Pollution,29,530,Human Made,Medium,4
05 March,Pollution,10,90,Human Made,High,5
05 March,Landslide,13,16,Natural,Low,3
05 March,Storm,5,343,Natural,Low,1
05 March,Fire,10,185,Natural,High,1
05 March,Landslide,27,393,Natural,High,5
05 March,Disease,34,464,Natural,Low,8
05 March,Flood,22,383,Natural,High,1
05 March,Poaching,37,258,Human Made,Low,5
05 March,Drought,18,272,Natural,High,8
05 March,Pollution,34,423,Human Made,Low,2
05 March,Lightning,43,307,Natural,Medium,2
05 March,Pollution,19,154,Human Made,High,3
05 March,Drought,39,133,Natural,High,2
05 March,Pollution,41,189,Human Made,Low,8
05 March,Deforestation,38,291,Human Made,Low,3
05 March,Pollution,3,210,Human Made,High,7
05 March,Earthquake,23,492,Natural,High,2
05 March,Fire,9,608,Natural,Low,5
05 March,Flood,19,208,Natural,Medium,10
05 March,Deforestation,41,263,Human Made,Low,1
05 March,Landslide,35,651,Natural,Low,8
05 March,Flood,49,294,Natural,Medium,1
05 March,Pollution,27,471,Human Made,High,10
05 March,Drought,35,469,Natural,High,4
05 March,Earthquake,49,545,Natural,Low,10
05 March,Earthquake,6,361,Natural,High,1
05 March,Overgrazing,19,592,Human Made,High,3
05 March,Disease,45,699,Natural,High,10
05 March,Drought,45,164,Natural,Medium,1
06 March,Flood,7,164,Natural,High,3
06 March,Pollution,26,216,Human Made,High,6
06 March,Earthquake,48,576,Natural,Low,3
06 March,Overgrazing,26,591,Human Made,Medium,2
06 March,Poaching,45,335,Human Made,Low,10
06 March,Poaching,48,504,Human Made,Low,2
06 March,Deforestation,25,375,Human Made,Low,6
06 March,Deforestation,1,222,Human Made,High,8
06 March,Overgrazing,18,254,Human Made,High,4
06 March,Pollution,6,359,Human Made,Low,3
06 March,Pollution,49,228,Human Made,Low,10
06 March,Deforestation,22,317,Human Made,Low,5
06 March,Earthquake,11,12,Natural,Medium,1
06 March,Landslide,4,366,Natural,Low,3
06 March,Pollution,1,334,Human Made,Medium,1
06 March,Disease,39,511,Natural,Medium,1
06 March,Overgrazing,27,111,Human Made,Low,10
06 March,Disease,47,508,Natural,High,3
06 March,Landslide,19,500,Natural,High,10
06 March,Pollution,33,689,Human Made,Medium,6
06 March,Fire,10,21,Natural,Medium,5
06 March,Storm,45,124,Natural,Low,10
06 March,Drought,44,271,Natural,Low,8
06 March,Pollution,1,335,Human Made,Medium,8
06 March,Landslide,17,277,Natural,High,7
06 March,Flood,31,287,Natural,High,5
06 March,Disease,6,20,Natural,Low,3
06 March,Storm,21,374,Natural,Medium,1
06 March,Lightning,13,507,Natural,Low,4
06 March,Landslide,24,454,Natural,Low,8
06 March,Deforestation,50,162,Human Made,High,4
06 March,Pollution,26,102,Human Made,Medium,9
06 March,Deforestation,21,210,Human Made,Medium,7
06 March,Pollution,34,352,Human Made,Medium,1
06 March,Pollution,19,344,Human Made,High,2
06 March,Drought,47,480,Natural,Medium,3
06 March,Earthquake,38,47,Natural,Medium,8
06 March,Landslide,1,355,Natural,Medium,8
06 March,Earthquake,21,383,Natural,Low,10
06 March,Overgrazing,21,209,Human Made,High,10
06 March,Flood,42,330,Natural,Medium,2
06 March,Overgrazing,50,312,Human Made,Medium,4
06 March,Flood,19,587,Natural,High,4
06 March,Pollution,31,384,Human Made,Medium,8
06 March,Landslide,13,119,Natural,High,9
06 March,Disease,10,360,Natural,Low,6
06 March,Overgrazing,9,502,Human Made,High,7
06 March,Landslide,44,146,Natural,High,4
06 March,Earthquake,36,614,Natural,High,2
06 March,Disease,30,219,Natural,Low,3
06 March,Overgrazing,36,30,Human Made,Medium,3
06 March,Deforestation,10,667,Human Made,Low,10
06 March,Deforestation,46,606,Human Made,High,7
06 March,Fire,35,543,Natural,Medium,1
06 March,Deforestation,29,539,Human Made,Medium,2
06 March,Drought,48,662,Natural,High,7
06 March,Disease,22,598,Natural,Medium,10
06 March,Fire,50,91,Natural,Medium,6
06 March,Drought,39,622,Natural,Low,2
06 March,Poaching,39,506,Human Made,Medium,3
06 March,Poaching,1,30,Human Made,High,3
06 March,Storm,19,340,Natural,High,3
06 March,Overgrazing,19,149,Human Made,Low,9
06 March,Drought,12,673,Natural,High,4
06 March,Disease,46,404,Natural,Low,9
06 March,Lightning,39,131,Natural,Medium,6
06 March,Storm,13,173,Natural,Medium,2
06 March,Landslide,11,124,Natural,High,6
06 March,Landslide,8,299,Natural,Low,3
06 March,Poaching,12,426,Human Made,Medium,7
06 March,Landslide,28,224,Natural,High,4
06 March,Disease,4,114,Natural,Low,9
06 March,Pollution,28,141,Human Made,Medium,1
06 March,Drought,19,202,Natural,High,8
06 March,Overgrazing,38,624,Human Made,Medium,7
06 March,Poaching,27,30,Human Made,Medium,5
06 March,Pollution,5,67,Human Made,High,7
06 March,Disease,7,350,Natural,High,10
06 March,Flood,46,79,Natural,Low,4
06 March,Storm,32,531,Natural,Medium,8
06 March,Deforestation,21,375,Human Made,High,7
06 March,Storm,20,139,Natural,Medium,4
07 March,Poaching,44,557,Human Made,Low,4
07 March,Storm,47,341,Natural,Medium,4
07 March,Earthquake,44,617,Natural,High,2
07 March,Disease,40,548,Natural,High,7
07 March,Deforestation,18,624,Human Made,High,5
07 March,Deforestation,33,379,Human Made,High,4
07 March,Pollution,13,599,Human Made,Medium,3
07 March,Fire,38,471,Natural,High,2
07 March,Landslide,36,540,Natural,Low,2
07 March,Fire,41,514,Natural,Medium,7
07 March,Deforestation,2,231,Human Made,Medium,8
07 March,Earthquake,19,113,Natural,Medium,4
07 March,Storm,44,137,Natural,Low,4
07 March,Earthquake,45,34,Natural,Low,3
07 March,Landslide,42,135,Natural,High,6
07 March,Lightning,23,101,Natural,High,1
07 March,Landslide,45,54,Natural,Low,5
07 March,Overgrazing,15,484,Human Made,Low,3
07 March,Deforestation,32,597,Human Made,High,7
07 March,Flood,32,124,Natural,High,1
07 March,Poaching,5,642,Human Made,Medium,10
07 March,Disease,25,107,Natural,Low,6
07 March,Flood,1,365,Natural,Low,2
07 March,Flood,19,63,Natural,Low,4
07 March,Lightning,5,0,Natural,High,3
07 March,Lightning,29,412,Natural,Low,9
07 March,Pollution,44,201,Human Made,Low,8
07 March,Fire,27,132,Natural,Medium,5
07 March,Earthquake,43,47,Natural,Low,4
07 March,Poaching,22,607,Human Made,Low,4
07 March,Disease,40,245,Natural,Low,2
07 March,Poaching,30,187,Human Made,Low,4
07 March,Storm,49,309,Natural,Low,9
07 March,Lightning,25,25,Natural,Medium,7
07 March,Poaching,45,73,Human Made,High,9
07 March,Fire,18,266,Natural,Medium,7
07 March,Landslide,35,21,Natural,High,1
07 March,Deforestation,49,484,Human Made,Medium,7
07 March,Storm,8,415,Natural,High,3
07 March,Drought,32,333,Natural,Low,9
07 March,Deforestation,46,530,Human Made,Low,6
07 March,Pollution,31,212,Human Made,Low,4
07 March,Poaching,32,699,Human Made,Medium,8
07 March,Drought,23,434,Natural,Low,10
07 March,Disease,3,334,Natural,Medium,6
07 March,Lightning,45,451,Natural,High,8
07 March,Drought,36,80,Natural,Low,10
07 March,Overgrazing,49,133,Human Made,Medium,2
07 March,Deforestation,28,396,Human Made,High,1
07 March,Overgrazing,45,147,Human Made,Low,8
07 March,Lightning,14,681,Natural,Medium,5
07 March,Landslide,19,508,Natural,Low,5
07 March,Drought,13,247,Natural,High,6
07 March,Disease,32,557,Natural,Low,10
07 March,Flood,44,126,Natural,Medium,1
07 March,Pollution,19,606,Human Made,Medium,4
07 March,Drought,27,335,Natural,Medium,6
07 March,Pollution,17,380,Human Made,Medium,8
07 March,Earthquake,7,117,Natural,High,9
07 March,Poaching,13,630,Human Made,High,6
07 March,Poaching,29,501,Human Made,High,6
07 March,Overgrazing,8,408,Human Made,Medium,2
07 March,Disease,20,178,Natural,Low,1
07 March,Overgrazing,9,591,Human Made,Medium,4
07 March,Overgrazing,38,604,Human Made,High,6
07 March,Poaching,47,575,Human Made,Medium,4
07 March,Drought,10,234,Natural,Medium,10
07 March,Overgrazing,12,273,Human Made,Medium,3
07 March,Drought,42,253,Natural,High,9
07 March,Landslide,1,572,Natural,Low,3
07 March,Earthquake,26,685,Natural,Low,3
07 March,Deforestation,18,13,Human Made,Low,8
07 March,Fire,6,527,Natural,High,5
07 March,Disease,24,485,Natural,High,1
07 March,Poaching,49,613,Human Made,Low,5
07 March,Fire,44,698,Natural,High,5
07 March,Earthquake,21,351,Natural,Medium,6
07 March,Storm,24,186,Natural,Low,1
07 March,Overgrazing,16,670,Human Made,High,2
07 March,Disease,27,331,Natural,Low,1
07 March,Drought,23,465,Natural,High,5
07 March,Fire,31,595,Natural,Low,2
08 March,Lightning,2,174,Natural,Low,5
08 March,Disease,42,680,Natural,High,4
08 March,Storm,42,426,Natural,Medium,8
08 March,Flood,25,684,Natural,Medium,2
08 March,Poaching,31,60,Human Made,Low,2
08 March,Fire,44,640,Natural,High,5
08 March,Disease,50,24,Natural,Low,10
08 March,Poaching,13,418,Human Made,Medium,5
08 March,Fire,32,459,Natural,Low,10
08 March,Fire,37,364,Natural,Low,4
08 March,Earthquake,29,483,Natural,High,1
08 March,Fire,38,339,Natural,Low,3
08 March,Flood,8,557,Natural,Medium,10
08 March,Pollution,17,73,Human Made,Medium,7
08 March,Storm,20,45,Natural,Medium,1
08 March,Disease,49,679,Natural,High,8
08 March,Flood,1,550,Natural,Low,1
08 March,Storm,32,185,Natural,Low,7
08 March,Earthquake,2,224,Natural,High,7
08 March,Flood,1,269,Natural,Low,4
08 March,Drought,48,355,Natural,Medium,3
08 March,Earthquake,36,593,Natural,Low,2
08 March,Fire,42,469,Natural,Medium,5
08 March,Poaching,30,207,Human Made,Low,7
08 March,Earthquake,5,168,Natural,High,2
08 March,Storm,48,30,Natural,Medium,7
08 March,Drought,13,390,Natural,High,1
08 March,Overgrazing,30,60,Human Made,Low,4
08 March,Overgrazing,8,143,Human Made,Low,8
08 March,Overgrazing,46,47,Human Made,Medium,5
08 March,Drought,50,394,Natural,Low,10
08 March,Drought,3,397,Natural,Low,6
08 March,Storm,13,238,Natural,Medium,6
08 March,Fire,49,334,Natural,Low,5
08 March,Drought,36,287,Natural,Low,7
08 March,Fire,10,52,Natural,High,7
08 March,Flood,6,475,Natural,Low,3
08 March,Overgrazing,42,674,Human Made,Low,4
08 March,Drought,41,649,Natural,High,8
08 March,Lightning,31,379,Natural,High,7
08 March,Landslide,44,543,Natural,High,4
08 March,Earthquake,19,250,Natural,Medium,9
08 March,Poaching,13,31,Human Made,Low,10
08 March,Drought,20,127,Natural,High,2
08 March,Drought,29,381,Natural,Low,3
08 March,Pollution,28,572,Human Made,High,7
08 March,Drought,25,563,Natural,High,7
08 March,Drought,40,342,Natural,Medium,2
08 March,Overgrazing,37,393,Human Made,Low,7
08 March,Fire,39,207,Natural,Low,10
08 March,Disease,24,148,Natural,Medium,3
08 March,Deforestation,47,449,Human Made,Low,6
08 March,Storm,9,209,Natural,Medium,7
08 March,Landslide,16,591,Natural,Medium,4
08 March,Poaching,36,370,Human Made,Medium,7
08 March,Storm,11,260,Natural,High,4
08 March,Poaching,14,284,Human Made,High,9
08 March,Lightning,42,680,Natural,High,10
08 March,Landslide,6,239,Natural,Low,4
08 March,Earthquake,37,286,Natural,Medium,3
08 March,Disease,18,599,Natural,Low,1
08 March,Pollution,44,490,Human Made,Low,4
08 March,Overgrazing,9,512,Human Made,High,10
08 March,Poaching,35,469,Human Made,Low,5
08 March,Lightning,40,664,Natural,Medium,8
08 March,Overgrazing,18,408,Human Made,High,10
08 March,Flood,48,484,Natural,Medium,8
08 March,Lightning,26,32,Natural,Medium,7
08 March,Landslide,16,290,Natural,High,3
08 March,Drought,1,503,Natural,Low,8
08 March,Landslide,30,258,Natural,High,7
08 March,Flood,23,148,Natural,High,6
08 March,Overgrazing,42,169,Human Made,Low,5
08 March,Disease,16,539,Natural,Low,7
08 March,Drought,34,29,Natural,Medium,2
08 March,Poaching,37,158,Human Made,Medium,7
08 March,Poaching,39,359,Human Made,Low,10
08 March,Storm,21,228,Natural,High,8
08 March,Deforestation,8,344,Human Made,Low,6
08 March,Pollution,44,629,Human Made,High,5
08 March,Deforestation,33,262,Human Made,Low,2
08 March,Overgrazing,24,345,Human Made,Medium,2
09 March,Fire,19,179,Natural,Low,7
09 March,Pollution,45,257,Human Made,Low,8
09 March,Disease,29,15,Natural,Medium,4
09 March,Fire,39,136,Natural,Low,6
09 March,Fire,32,131,Natural,Medium,6
09 March,Storm,24,62,Natural,High,8
09 March,Pollution,19,151,Human Made,Low,1
09 March,Poaching,13,568,Human Made,High,2
09 March,Overgrazing,32,612,Human Made,Low,8
09 March,Storm,9,24,Natural,Low,4
09 March,Pollution,3,452,Human Made,Medium,4
09 March,Flood,13,560,Natural,Medium,3
09 March,Flood,12,629,Natural,High,4
09 March,Pollution,28,37,Human Made,High,8
09 March,Drought,29,454,Natural,Low,8
09 March,Earthquake,1,242,Natural,High,7
09 March,Overgrazing,8,33,Human Made,High,3
09 March,Lightning,26,280,Natural,Low,8
09 March,Fire,8,603,Natural,Medium,1
09 March,Disease,29,689,Natural,Medium,2
09 March,Poaching,17,215,Human Made,High,8
09 March,Flood,30,432,Natural,Low,8
09 March,Storm,2,566,Natural,High,5
09 March,Earthquake,42,628,Natural,Low,4
09 March,Flood,17,107,Natural,High,1
09 March,Flood,47,557,Natural,Medium,9
09 March,Earthquake,1,498,Natural,High,9
09 March,Poaching,47,239,Human Made,High,10
09 March,Lightning,38,687,Natural,High,3
09 March,Overgrazing,49,484,Human Made,Low,3
09 March,Storm,19,130,Natural,High,9
09 March,Deforestation,17,590,Human Made,Low,10
09 March,Lightning,11,39,Natural,High,10
09 March,Drought,11,566,Natural,Low,6
09 March,Flood,40,256,Natural,Medium,3
09 March,Disease,29,205,Natural,Low,10
09 March,Drought,39,677,Natural,Low,8
09 March,Storm,38,222,Natural,Low,7
09 March,Poaching,29,597,Human Made,Medium,2
09 March,Disease,33,636,Natural,High,9
09 March,Poaching,39,44,Human Made,High,1
09 March,Overgrazing,44,399,Human Made,Low,1
09 March,Deforestation,2,281,Human Made,High,9
09 March,Poaching,15,543,Human Made,Medium,8
09 March,Deforestation,42,650,Human Made,High,8
09 March,Disease,20,176,Natural,High,5
09 March,Disease,37,183,Natural,Low,4
09 March,Landslide,5,329,Natural,Low,3
09 March,Deforestation,10,257,Human Made,Low,7
09 March,Drought,8,278,Natural,Low,6
09 March,Disease,29,411,Natural,High,1
09 March,Pollution,41,372,Human Made,Medium,6
09 March,Pollution,33,459,Human Made,High,10
09 March,Fire,17,618,Natural,High,4
09 March,Deforestation,8,439,Human Made,Low,3
09 March,Overgrazing,50,1,Human Made,High,2
09 March,Disease,36,561,Natural,Low,9
09 March,Fire,22,626,Natural,Low,7
09 March,Overgrazing,47,601,Human Made,High,2
09 March,Poaching,11,227,Human Made,Medium,3
09 March,Overgrazing,8,192,Human Made,High,5
09 March,Flood,12,136,Natural,Medium,6
09 March,Poaching,30,464,Human Made,High,7
09 March,Storm,6,648,Natural,High,1
09 March,Disease,11,527,Natural,High,10
09 March,Disease,26,577,Natural,Medium,3
09 March,Disease,18,543,Natural,High,9
09 March,Drought,2,490,Natural,Low,1
09 March,Fire,22,538,Natural,Medium,9
09 March,Storm,25,563,Natural,High,7
09 March,Drought,26,533,Natural,High,4
09 March,Flood,50,451,Natural,Medium,8
09 March,Landslide,34,561,Natural,Low,1
09 March,Disease,48,354,Natural,High,9
09 March,Poaching,43,201,Human Made,Medium,5
09 March,Storm,23,299,Natural,High,7
09 March,Drought,43,7,Natural,High,3
09 March,Fire,27,151,Natural,Medium,6
09 March,Fire,40,68,Natural,High,1
09 March,Storm,26,294,Natural,High,8
09 March,Disease,23,518,Natural,Medium,10
09 March,Pollution,8,674,Human Made,High,9
10 March,Earthquake,14,653,Natural,Low,2
10 March,Deforestation,2,458,Human Made,Low,4
10 March,Poaching,44,498,Human Made,Low,1
10 March,Disease,12,599,Natural,Low,9
10 March,Poaching,17,557,Human Made,Low,9
10 March,Deforestation,33,331,Human Made,High,5
10 March,Lightning,10,449,Natural,Medium,3
10 March,Landslide,47,208,Natural,High,4
10 March,Storm,46,70,Natural,High,9
10 March,Fire,44,600,Natural,High,3
10 March,Fire,32,146,Natural,Low,8
10 March,Disease,3,104,Natural,High,8
10 March,Fire,27,441,Natural,Low,7
10 March,Disease,18,440,Natural,Low,9
10 March,Deforestation,40,477,Human Made,Low,2
10 March,Earthquake,27,582,Natural,Low,6
10 March,Lightning,18,241,Natural,Medium,4
10 March,Disease,8,356,Natural,Low,3
10 March,Earthquake,26,284,Natural,Low,7
10 March,Landslide,33,391,Natural,High,2
10 March,Landslide,44,469,Natural,Medium,8
10 March,Storm,1,434,Natural,Medium,5
10 March,Overgrazing,30,567,Human Made,Medium,2
10 March,Pollution,13,7,Human Made,High,6
10 March,Storm,14,71,Natural,Medium,1
10 March,Drought,23,598,Natural,Low,9
10 March,Drought,19,118,Natural,High,4
10 March,Overgrazing,7,264,Human Made,Low,3
10 March,Drought,33,354,Natural,Medium,5
10 March,Flood,26,668,Natural,Low,5
10 March,Storm,40,420,Natural,Low,2
10 March,Pollution,32,178,Human Made,High,1
10 March,Pollution,30,502,Human Made,Low,1
10 March,Fire,9,570,Natural,Medium,1
10 March,Drought,42,381,Natural,High,4
10 March,Poaching,14,392,Human Made,High,4
10 March,Overgrazing,32,615,Human Made,High,4
10 March,Lightning,7,15,Natural,Medium,5
10 March,Poaching,44,408,Human Made,Medium,3
10 March,Drought,24,308,Natural,Low,8
10 March,Pollution,12,360,Human Made,High,8
10 March,Poaching,5,49,Human Made,Medium,7
10 March,Poaching,37,326,Human Made,High,1
